,GEO_ID,NAME,H016H001,H016H002,H016H003,H016H004,H016H005,H016H006,H016H007,H016H008,H016H009,H016H010,H016H011,H016H012,H016H013,H016H014,H016H015,H016H016,H016H017
0,id,Geographic Area Name,Total,Total!!Owner occupied,Total!!Owner occupied!!1-person household,Total!!Owner occupied!!2-person household,Total!!Owner occupied!!3-person household,Total!!Owner occupied!!4-person household,Total!!Owner occupied!!5-person household,Total!!Owner occupied!!6-person household,Total!!Owner occupied!!7-or-more-person household,Total!!Renter occupied,Total!!Renter occupied!!1-person household,Total!!Renter occupied!!2-person household,Total!!Renter occupied!!3-person household,Total!!Renter occupied!!4-person household,Total!!Renter occupied!!5-person household,Total!!Renter occupied!!6-person household,Total!!Renter occupied!!7-or-more-person household
429,8710000US3611732,"ZCTA5 11732, New York",37,23,2,4,5,6,5,0,1,14,8,2,1,2,0,0,1
430,8710000US3611733,"ZCTA5 11733, New York",222,189,13,43,44,47,30,6,6,33,9,5,10,5,3,1,0
431,8710000US3611735,"ZCTA5 11735, New York",914,569,27,83,109,126,94,45,85,345,44,74,60,72,43,20,32
432,8710000US3611738,"ZCTA5 11738, New York",492,298,17,59,45,67,54,28,28,194,27,38,34,37,27,14,17
433,8710000US3611739,"ZCTA5 11739, New York",9,9,1,1,5,0,2,0,0,0,0,0,0,0,0,0,0
434,8710000US3611740,"ZCTA5 11740, New York",142,96,9,15,16,24,15,6,11,46,21,6,7,3,5,1,3
435,8710000US3611741,"ZCTA5 11741, New York",634,451,34,107,93,124,51,25,17,183,36,55,47,27,8,4,6
436,8710000US3611742,"ZCTA5 11742, New York",334,228,26,49,44,59,26,14,10,106,22,19,23,19,11,7,5
437,8710000US3611743,"ZCTA5 11743, New York",748,483,45,95,75,109,64,35,60,265,41,44,50,45,37,25,23
438,8710000US3611746,"ZCTA5 11746, New York",2805,1384,57,167,189,269,236,143,323,1421,119,180,193,282,215,140,292
439,8710000US3611747,"ZCTA5 11747, New York",243,166,19,45,26,37,25,7,7,77,14,23,9,13,7,3,8
440,8710000US3611749,"ZCTA5 11749, New York",210,182,12,24,18,37,36,27,28,28,0,4,8,8,3,3,2
441,8710000US3611751,"ZCTA5 11751, New York",412,253,22,49,53,59,32,18,20,159,28,42,34,35,17,3,0
442,8710000US3611752,"ZCTA5 11752, New York",231,179,9,23,36,49,38,12,12,52,11,11,13,4,6,5,2
443,8710000US3611753,"ZCTA5 11753, New York",93,70,9,13,11,17,12,5,3,23,4,8,8,1,2,0,0
444,8710000US3611754,"ZCTA5 11754, New York",254,164,8,36,39,39,23,10,9,90,26,19,17,15,8,4,1
445,8710000US3611755,"ZCTA5 11755, New York",226,158,13,31,35,30,25,10,14,68,9,20,17,12,5,2,3
446,8710000US3611756,"ZCTA5 11756, New York",1237,1042,57,160,186,326,152,77,84,195,20,43,32,38,34,12,16
447,8710000US3611757,"ZCTA5 11757, New York",1262,837,49,146,172,176,112,76,106,425,56,99,90,70,52,30,28
448,8710000US3611758,"ZCTA5 11758, New York",884,721,63,154,156,159,110,37,42,163,36,38,38,24,16,5,6
449,8710000US3611762,"ZCTA5 11762, New York",236,226,10,57,42,62,37,13,5,10,2,3,1,3,0,0,1
450,8710000US3611763,"ZCTA5 11763, New York",1205,867,59,140,142,181,155,82,108,338,34,61,51,72,42,35,43
451,8710000US3611764,"ZCTA5 11764, New York",164,138,10,24,30,38,22,7,7,26,8,6,5,2,3,1,1
452,8710000US3611765,"ZCTA5 11765, New York",9,6,0,1,0,1,4,0,0,3,1,1,1,0,0,0,0
453,8710000US3611766,"ZCTA5 11766, New York",167,141,10,32,25,41,17,8,8,26,3,4,3,9,3,2,2
454,8710000US3611767,"ZCTA5 11767, New York",236,181,9,45,36,41,22,18,10,55,11,13,9,10,2,4,6
455,8710000US3611768,"ZCTA5 11768, New York",189,123,9,40,23,28,16,5,2,66,13,11,12,17,6,2,5
456,8710000US3611769,"ZCTA5 11769, New York",96,75,15,24,10,15,8,2,1,21,13,6,1,1,0,0,0
457,8710000US3611770,"ZCTA5 11770, New York",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
458,8710000US3611771,"ZCTA5 11771, New York",290,72,6,17,10,21,10,1,7,218,19,39,44,36,35,22,23
459,8710000US3611772,"ZCTA5 11772, New York",2266,993,55,144,149,180,144,99,222,1273,226,239,188,225,158,85,152
460,8710000US3611776,"ZCTA5 11776, New York",725,488,44,66,75,101,69,48,85,237,37,37,36,42,36,17,32
461,8710000US3611777,"ZCTA5 11777, New York",148,52,10,14,10,8,5,3,2,96,29,20,17,15,5,5,5
462,8710000US3611778,"ZCTA5 11778, New York",208,130,16,25,33,27,13,6,10,78,11,21,9,11,12,7,7
463,8710000US3611779,"ZCTA5 11779, New York",957,618,50,115,114,155,96,51,37,339,82,84,61,55,31,14,12
464,8710000US3611780,"ZCTA5 11780, New York",169,108,15,19,24,26,12,5,7,61,8,12,10,14,6,4,7
465,8710000US3611782,"ZCTA5 11782, New York",217,113,16,26,22,29,15,2,3,104,34,33,17,11,7,1,1
466,8710000US3611783,"ZCTA5 11783, New York",249,212,12,49,44,58,34,13,2,37,9,9,8,5,3,2,1
467,8710000US3611784,"ZCTA5 11784, New York",740,547,25,89,111,123,92,50,57,193,30,42,35,26,25,14,21
468,8710000US3611786,"ZCTA5 11786, New York",70,66,6,15,6,14,15,8,2,4,0,0,0,2,1,0,1
469,8710000US3611787,"ZCTA5 11787, New York",456,323,28,67,56,95,51,17,9,133,36,33,20,22,11,6,5
470,8710000US3611788,"ZCTA5 11788, New York",324,207,9,42,41,62,26,18,9,117,27,35,23,13,12,2,5
471,8710000US3611789,"ZCTA5 11789, New York",119,77,9,26,13,11,13,3,2,42,7,6,8,14,5,0,2
472,8710000US3611790,"ZCTA5 11790, New York",144,124,9,27,28,36,14,6,4,20,4,6,4,2,2,1,1
473,8710000US3611791,"ZCTA5 11791, New York",199,164,10,34,31,43,33,8,5,35,6,9,4,2,7,4,3
474,8710000US3611792,"ZCTA5 11792, New York",79,72,5,17,13,12,19,3,3,7,0,3,1,2,1,0,0
475,8710000US3611793,"ZCTA5 11793, New York",447,387,22,82,84,96,54,32,17,60,13,21,8,10,5,1,2
476,8710000US3611794,"ZCTA5 11794, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,8710000US3611795,"ZCTA5 11795, New York",293,249,21,55,51,66,35,13,8,44,11,9,7,8,6,3,0
478,8710000US3611796,"ZCTA5 11796, New York",43,23,1,4,3,8,3,3,1,20,5,11,2,1,0,1,0
479,8710000US3611797,"ZCTA5 11797, New York",50,34,3,9,4,6,10,1,1,16,5,4,3,3,1,0,0
480,8710000US3611798,"ZCTA5 11798, New York",683,450,21,46,45,73,72,47,146,233,11,19,36,43,40,24,60
481,8710000US3611801,"ZCTA5 11801, New York",1269,841,52,122,131,188,144,82,122,428,37,61,71,81,51,45,82
482,8710000US3611803,"ZCTA5 11803, New York",294,245,18,60,52,71,28,8,8,49,19,7,7,7,4,3,2
483,8710000US3611804,"ZCTA5 11804, New York",39,29,0,9,2,9,6,3,0,10,4,3,1,1,0,1,0
484,8710000US3611901,"ZCTA5 11901, New York",1246,399,38,69,45,51,70,39,87,847,53,93,92,148,139,112,210
485,8710000US3611930,"ZCTA5 11930, New York",30,6,1,0,0,3,0,1,1,24,1,5,7,1,5,2,3
486,8710000US3611931,"ZCTA5 11931, New York",2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
487,8710000US3611932,"ZCTA5 11932, New York",51,13,1,1,2,5,3,0,1,38,6,8,7,6,4,2,5
488,8710000US3611933,"ZCTA5 11933, New York",124,78,22,15,9,22,6,3,1,46,4,3,8,15,6,3,7
489,8710000US3611934,"ZCTA5 11934, New York",150,74,8,12,8,17,14,5,10,76,8,6,17,12,14,11,8
490,8710000US3611935,"ZCTA5 11935, New York",46,13,2,1,2,3,2,3,0,33,5,5,4,4,5,5,5
491,8710000US3611937,"ZCTA5 11937, New York",1022,453,18,47,61,97,101,45,84,569,41,71,84,126,91,48,108
492,8710000US3611939,"ZCTA5 11939, New York",18,7,2,3,1,0,1,0,0,11,0,1,5,2,2,1,0
493,8710000US3611940,"ZCTA5 11940, New York",73,38,1,13,3,11,4,2,4,35,2,8,6,6,5,5,3
494,8710000US3611941,"ZCTA5 11941, New York",40,18,3,5,5,2,3,0,0,22,4,4,1,7,0,2,4
495,8710000US3611942,"ZCTA5 11942, New York",95,42,7,5,7,7,6,3,7,53,5,8,10,7,16,5,2
496,8710000US3611944,"ZCTA5 11944, New York",246,36,5,9,7,3,1,6,5,210,19,21,35,55,32,19,29
497,8710000US3611946,"ZCTA5 11946, New York",939,281,19,33,46,52,55,32,44,658,42,85,152,150,91,50,88
498,8710000US3611947,"ZCTA5 11947, New York",10,2,0,0,1,0,1,0,0,8,0,2,1,0,1,2,2
499,8710000US3611948,"ZCTA5 11948, New York",24,9,1,1,2,3,0,1,1,15,1,2,1,4,3,0,4
500,8710000US3611949,"ZCTA5 11949, New York",236,175,20,39,19,50,24,10,13,61,21,17,6,6,7,2,2
501,8710000US3611950,"ZCTA5 11950, New York",728,525,31,82,102,109,88,54,59,203,16,26,26,38,37,28,32
502,8710000US3611951,"ZCTA5 11951, New York",512,304,20,55,66,73,49,20,21,208,14,37,43,53,30,15,16
503,8710000US3611952,"ZCTA5 11952, New York",69,24,0,4,8,4,4,3,1,45,4,6,10,7,8,2,8
504,8710000US3611953,"ZCTA5 11953, New York",397,260,54,53,43,45,26,11,28,137,19,27,29,27,16,11,8
505,8710000US3611954,"ZCTA5 11954, New York",147,43,5,10,10,4,4,2,8,104,17,21,21,24,9,5,7
506,8710000US3611955,"ZCTA5 11955, New York",93,24,2,6,1,8,2,3,2,69,22,23,10,6,2,4,2
507,8710000US3611956,"ZCTA5 11956, New York",10,6,3,2,0,1,0,0,0,4,1,1,1,0,0,0,1
508,8710000US3611957,"ZCTA5 11957, New York",6,4,1,1,0,2,0,0,0,2,0,1,1,0,0,0,0
509,8710000US3611958,"ZCTA5 11958, New York",13,2,0,1,0,1,0,0,0,11,0,0,1,1,5,1,3
510,8710000US3611959,"ZCTA5 11959, New York",15,7,0,0,3,2,0,1,1,8,1,0,4,2,1,0,0
511,8710000US3611960,"ZCTA5 11960, New York",8,4,1,1,0,2,0,0,0,4,0,1,1,1,0,0,1
512,8710000US3611961,"ZCTA5 11961, New York",227,162,34,34,29,30,21,8,6,65,12,17,16,11,6,3,0
513,8710000US3611962,"ZCTA5 11962, New York",7,4,2,0,0,2,0,0,0,3,1,1,0,1,0,0,0
514,8710000US3611963,"ZCTA5 11963, New York",172,42,5,12,7,4,8,3,3,130,20,27,24,21,16,11,11
515,8710000US3611964,"ZCTA5 11964, New York",26,12,4,2,0,3,3,0,0,14,1,3,2,4,3,0,1
516,8710000US3611965,"ZCTA5 11965, New York",10,3,0,0,2,1,0,0,0,7,2,4,0,1,0,0,0
517,8710000US3611967,"ZCTA5 11967, New York",959,735,48,126,148,158,113,54,88,224,19,34,29,48,37,24,33
518,8710000US3611968,"ZCTA5 11968, New York",469,118,21,20,14,22,21,6,14,351,38,38,48,77,56,28,66
519,8710000US3611970,"ZCTA5 11970, New York",4,3,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0
520,8710000US3611971,"ZCTA5 11971, New York",103,33,1,15,3,6,4,1,3,70,4,4,8,21,18,7,8
521,8710000US3611972,"ZCTA5 11972, New York",38,11,1,3,3,1,1,0,2,27,3,3,3,5,6,6,1
522,8710000US3611973,"ZCTA5 11973, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,8710000US3611975,"ZCTA5 11975, New York",13,8,3,2,1,1,1,0,0,5,1,0,1,1,2,0,0
524,8710000US3611976,"ZCTA5 11976, New York",34,11,1,4,4,0,0,1,1,23,5,3,3,5,6,0,1
525,8710000US3611977,"ZCTA5 11977, New York",44,12,2,1,1,2,3,1,2,32,1,5,2,6,11,2,5
526,8710000US3611978,"ZCTA5 11978, New York",149,49,5,5,9,13,11,4,2,100,4,9,14,25,26,7,15
527,8710000US3611980,"ZCTA5 11980, New York",93,74,6,18,19,15,9,3,4,19,1,4,3,6,1,2,2
528,8710000US3612007,"ZCTA5 12007, New York",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
529,8710000US3612008,"ZCTA5 12008, New York",3,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
530,8710000US3612009,"ZCTA5 12009, New York",43,23,3,8,4,3,3,2,0,20,4,5,6,1,3,1,0
531,8710000US3612010,"ZCTA5 12010, New York",1596,441,67,127,91,79,42,17,18,1155,263,268,222,181,131,49,41
532,8710000US3612015,"ZCTA5 12015, New York",29,18,3,7,5,0,1,2,0,11,3,5,1,1,0,1,0
533,8710000US3612017,"ZCTA5 12017, New York",5,3,1,0,0,1,1,0,0,2,1,1,0,0,0,0,0
534,8710000US3612018,"ZCTA5 12018, New York",24,16,4,8,3,0,1,0,0,8,2,1,3,1,1,0,0
535,8710000US3612019,"ZCTA5 12019, New York",80,51,1,18,8,15,6,2,1,29,6,14,5,4,0,0,0
536,8710000US3612020,"ZCTA5 12020, New York",207,126,15,29,29,34,14,1,4,81,19,22,18,14,4,3,1
537,8710000US3612022,"ZCTA5 12022, New York",3,1,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0
538,8710000US3612023,"ZCTA5 12023, New York",8,6,0,1,4,1,0,0,0,2,0,1,1,0,0,0,0
539,8710000US3612024,"ZCTA5 12024, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,8710000US3612025,"ZCTA5 12025, New York",27,18,4,6,4,2,1,1,0,9,6,1,2,0,0,0,0
541,8710000US3612027,"ZCTA5 12027, New York",13,10,1,4,1,2,2,0,0,3,1,1,0,1,0,0,0
542,8710000US3612028,"ZCTA5 12028, New York",3,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
543,8710000US3612029,"ZCTA5 12029, New York",6,5,1,3,0,0,0,0,1,1,0,1,0,0,0,0,0
544,8710000US3612031,"ZCTA5 12031, New York",2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
545,8710000US3612032,"ZCTA5 12032, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,8710000US3612033,"ZCTA5 12033, New York",50,32,4,14,4,5,4,1,0,18,5,5,1,5,2,0,0
547,8710000US3612035,"ZCTA5 12035, New York",6,3,0,2,0,1,0,0,0,3,0,0,2,1,0,0,0
548,8710000US3612036,"ZCTA5 12036, New York",2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
549,8710000US3612037,"ZCTA5 12037, New York",36,11,4,5,1,1,0,0,0,25,3,3,6,7,4,1,1
550,8710000US3612040,"ZCTA5 12040, New York",2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
551,8710000US3612041,"ZCTA5 12041, New York",2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
552,8710000US3612042,"ZCTA5 12042, New York",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
553,8710000US3612043,"ZCTA5 12043, New York",65,29,8,6,4,4,2,3,2,36,9,12,9,3,1,2,0
554,8710000US3612045,"ZCTA5 12045, New York",18,4,0,3,0,0,0,1,0,14,3,5,3,1,2,0,0
555,8710000US3612046,"ZCTA5 12046, New York",4,3,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0
556,8710000US3612047,"ZCTA5 12047, New York",216,51,10,14,8,12,2,2,3,165,62,43,29,21,5,4,1
557,8710000US3612051,"ZCTA5 12051, New York",46,22,3,9,4,4,1,1,0,24,6,8,6,3,1,0,0
558,8710000US3612052,"ZCTA5 12052, New York",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,8710000US3612053,"ZCTA5 12053, New York",14,12,0,4,3,1,1,1,2,2,0,0,2,0,0,0,0
560,8710000US3612054,"ZCTA5 12054, New York",115,77,7,22,19,20,5,4,0,38,16,6,7,5,2,1,1
561,8710000US3612056,"ZCTA5 12056, New York",12,8,1,0,3,1,1,2,0,4,3,1,0,0,0,0,0
562,8710000US3612057,"ZCTA5 12057, New York",6,4,1,1,0,1,1,0,0,2,0,0,0,1,0,0,1
563,8710000US3612058,"ZCTA5 12058, New York",10,6,1,2,2,0,1,0,0,4,1,1,0,1,0,1,0
564,8710000US3612059,"ZCTA5 12059, New York",5,4,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0
565,8710000US3612060,"ZCTA5 12060, New York",9,3,0,1,0,0,1,1,0,6,2,0,3,1,0,0,0
566,8710000US3612061,"ZCTA5 12061, New York",63,32,4,5,9,7,5,2,0,31,7,11,5,5,3,0,0
567,8710000US3612062,"ZCTA5 12062, New York",10,7,1,2,2,2,0,0,0,3,0,0,0,2,0,0,1
568,8710000US3612063,"ZCTA5 12063, New York",2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
569,8710000US3612064,"ZCTA5 12064, New York",6,3,0,0,1,1,1,0,0,3,0,1,0,1,1,0,0
570,8710000US3612065,"ZCTA5 12065, New York",367,188,26,49,34,51,19,3,6,179,37,54,42,24,14,5,3
571,8710000US3612066,"ZCTA5 12066, New York",13,13,2,5,5,1,0,0,0,0,0,0,0,0,0,0,0
572,8710000US3612067,"ZCTA5 12067, New York",5,5,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0
573,8710000US3612068,"ZCTA5 12068, New York",19,15,1,5,5,1,1,1,1,4,0,1,1,1,1,0,0
574,8710000US3612069,"ZCTA5 12069, New York",3,1,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0
575,8710000US3612070,"ZCTA5 12070, New York",6,4,0,2,1,0,0,1,0,2,0,2,0,0,0,0,0
576,8710000US3612071,"ZCTA5 12071, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,8710000US3612072,"ZCTA5 12072, New York",13,4,1,1,1,0,0,0,1,9,2,2,2,1,1,1,0
578,8710000US3612074,"ZCTA5 12074, New York",14,11,1,6,1,0,2,1,0,3,1,2,0,0,0,0,0
579,8710000US3612075,"ZCTA5 12075, New York",19,6,1,2,1,1,1,0,0,13,2,1,4,1,2,1,2
580,8710000US3612076,"ZCTA5 12076, New York",16,14,6,4,1,1,2,0,0,2,1,0,1,0,0,0,0
581,8710000US3612077,"ZCTA5 12077, New York",27,18,2,7,4,4,1,0,0,9,3,3,1,1,1,0,0
582,8710000US3612078,"ZCTA5 12078, New York",152,51,9,16,14,7,3,0,2,101,30,15,19,19,11,4,3
583,8710000US3612083,"ZCTA5 12083, New York",25,18,2,6,2,5,1,1,1,7,1,4,1,0,1,0,0
584,8710000US3612084,"ZCTA5 12084, New York",41,7,2,0,2,3,0,0,0,34,12,12,4,4,1,1,0
585,8710000US3612085,"ZCTA5 12085, New York",4,0,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0
586,8710000US3612086,"ZCTA5 12086, New York",17,7,2,2,0,1,1,1,0,10,4,3,2,0,1,0,0
587,8710000US3612087,"ZCTA5 12087, New York",9,6,1,0,2,2,0,0,1,3,0,1,1,0,1,0,0
588,8710000US3612089,"ZCTA5 12089, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,8710000US3612090,"ZCTA5 12090, New York",21,10,3,4,2,0,1,0,0,11,4,2,2,1,1,0,1
590,8710000US3612092,"ZCTA5 12092, New York",8,6,2,3,0,1,0,0,0,2,1,1,0,0,0,0,0
591,8710000US3612093,"ZCTA5 12093, New York",14,12,2,6,1,1,1,1,0,2,0,0,0,1,1,0,0
592,8710000US3612094,"ZCTA5 12094, New York",5,4,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0
593,8710000US3612095,"ZCTA5 12095, New York",75,32,7,8,6,7,2,0,2,43,13,7,7,14,0,2,0
594,8710000US3612106,"ZCTA5 12106, New York",19,12,1,4,5,2,0,0,0,7,2,2,2,1,0,0,0
595,8710000US3612108,"ZCTA5 12108, New York",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
596,8710000US3612110,"ZCTA5 12110, New York",161,73,11,22,15,14,6,2,3,88,26,23,13,12,5,4,5
597,8710000US3612115,"ZCTA5 12115, New York",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
598,8710000US3612116,"ZCTA5 12116, New York",11,6,4,1,0,1,0,0,0,5,1,0,2,2,0,0,0
599,8710000US3612117,"ZCTA5 12117, New York",7,4,1,1,1,0,1,0,0,3,0,0,3,0,0,0,0
600,8710000US3612118,"ZCTA5 12118, New York",73,39,7,12,9,6,2,1,2,34,10,11,4,4,2,1,2
601,8710000US3612120,"ZCTA5 12120, New York",5,4,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0
602,8710000US3612121,"ZCTA5 12121, New York",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,8710000US3612122,"ZCTA5 12122, New York",43,30,6,10,7,1,1,3,2,13,10,1,1,0,1,0,0
604,8710000US3612123,"ZCTA5 12123, New York",26,19,2,6,7,4,0,0,0,7,3,0,0,1,2,0,1
605,8710000US3612124,"ZCTA5 12124, New York",2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
606,8710000US3612125,"ZCTA5 12125, New York",7,3,1,0,0,1,0,0,1,4,1,1,2,0,0,0,0
607,8710000US3612130,"ZCTA5 12130, New York",4,3,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
608,8710000US3612131,"ZCTA5 12131, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,8710000US3612132,"ZCTA5 12132, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,8710000US3612134,"ZCTA5 12134, New York",15,7,1,3,2,0,1,0,0,8,4,2,0,2,0,0,0
611,8710000US3612136,"ZCTA5 12136, New York",6,3,0,2,0,0,1,0,0,3,2,0,0,0,1,0,0
612,8710000US3612137,"ZCTA5 12137, New York",11,7,2,2,2,1,0,0,0,4,1,0,2,1,0,0,0
613,8710000US3612138,"ZCTA5 12138, New York",10,7,1,2,0,1,2,0,1,3,0,1,2,0,0,0,0
614,8710000US3612139,"ZCTA5 12139, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,8710000US3612140,"ZCTA5 12140, New York",6,3,1,1,1,0,0,0,0,3,1,0,0,2,0,0,0
616,8710000US3612143,"ZCTA5 12143, New York",78,34,5,13,5,7,2,0,2,44,8,9,12,5,7,2,1
617,8710000US3612144,"ZCTA5 12144, New York",218,79,18,18,16,17,7,3,0,139,40,37,31,23,7,0,1
618,8710000US3612147,"ZCTA5 12147, New York",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
619,8710000US3612148,"ZCTA5 12148, New York",19,12,1,3,3,2,3,0,0,7,1,1,1,2,0,1,1
620,8710000US3612149,"ZCTA5 12149, New York",26,19,4,9,1,2,2,1,0,7,2,0,3,0,2,0,0
621,8710000US3612150,"ZCTA5 12150, New York",2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
622,8710000US3612151,"ZCTA5 12151, New York",5,3,0,1,0,1,1,0,0,2,2,0,0,0,0,0,0
623,8710000US3612153,"ZCTA5 12153, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,8710000US3612154,"ZCTA5 12154, New York",6,4,0,1,0,1,1,0,1,2,1,0,1,0,0,0,0
625,8710000US3612155,"ZCTA5 12155, New York",16,14,1,5,2,6,0,0,0,2,0,0,1,1,0,0,0
626,8710000US3612156,"ZCTA5 12156, New York",4,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
627,8710000US3612157,"ZCTA5 12157, New York",16,10,1,6,2,0,1,0,0,6,3,2,0,1,0,0,0
628,8710000US3612158,"ZCTA5 12158, New York",51,34,4,5,3,12,9,1,0,17,2,3,4,7,1,0,0
629,8710000US3612159,"ZCTA5 12159, New York",51,34,4,11,5,10,1,2,1,17,11,5,0,1,0,0,0
630,8710000US3612160,"ZCTA5 12160, New York",10,8,1,3,1,3,0,0,0,2,0,1,0,0,1,0,0
631,8710000US3612161,"ZCTA5 12161, New York",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
632,8710000US3612164,"ZCTA5 12164, New York",2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
633,8710000US3612165,"ZCTA5 12165, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,8710000US3612166,"ZCTA5 12166, New York",6,2,1,1,0,0,0,0,0,4,0,1,1,0,1,0,1
635,8710000US3612167,"ZCTA5 12167, New York",26,19,3,8,2,2,2,2,0,7,4,3,0,0,0,0,0
636,8710000US3612168,"ZCTA5 12168, New York",12,8,2,0,3,0,1,1,1,4,1,1,0,2,0,0,0
637,8710000US3612169,"ZCTA5 12169, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,8710000US3612170,"ZCTA5 12170, New York",21,12,0,8,2,2,0,0,0,9,1,1,3,2,1,0,1
639,8710000US3612172,"ZCTA5 12172, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,8710000US3612173,"ZCTA5 12173, New York",15,5,1,2,1,1,0,0,0,10,2,3,1,1,2,0,1
641,8710000US3612174,"ZCTA5 12174, New York",3,1,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0
642,8710000US3612175,"ZCTA5 12175, New York",4,2,0,1,0,1,0,0,0,2,0,0,0,1,0,1,0
643,8710000US3612176,"ZCTA5 12176, New York",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
644,8710000US3612177,"ZCTA5 12177, New York",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,8710000US3612180,"ZCTA5 12180, New York",1068,156,29,44,33,29,10,6,5,912,225,238,189,151,65,32,12
646,8710000US3612182,"ZCTA5 12182, New York",214,71,10,22,17,11,5,5,1,143,33,31,34,22,12,7,4
647,8710000US3612183,"ZCTA5 12183, New York",32,4,0,3,1,0,0,0,0,28,9,8,5,4,0,1,1
648,8710000US3612184,"ZCTA5 12184, New York",77,26,3,6,1,8,4,3,1,51,5,8,11,7,8,8,4
649,8710000US3612185,"ZCTA5 12185, New York",8,2,0,1,0,1,0,0,0,6,3,0,1,1,0,0,1
650,8710000US3612186,"ZCTA5 12186, New York",36,31,3,8,10,7,1,2,0,5,3,1,0,1,0,0,0
651,8710000US3612187,"ZCTA5 12187, New York",5,4,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0
652,8710000US3612188,"ZCTA5 12188, New York",65,33,7,8,8,5,5,0,0,32,11,11,6,3,0,1,0
653,8710000US3612189,"ZCTA5 12189, New York",261,48,8,15,7,8,7,1,2,213,66,62,41,25,12,5,2
654,8710000US3612190,"ZCTA5 12190, New York",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,8710000US3612192,"ZCTA5 12192, New York",15,14,3,4,1,5,0,0,1,1,0,0,1,0,0,0,0
656,8710000US3612193,"ZCTA5 12193, New York",7,6,0,2,1,1,2,0,0,1,1,0,0,0,0,0,0
657,8710000US3612194,"ZCTA5 12194, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,8710000US3612195,"ZCTA5 12195, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,8710000US3612196,"ZCTA5 12196, New York",11,5,1,2,0,1,1,0,0,6,2,1,0,0,2,1,0
660,8710000US3612197,"ZCTA5 12197, New York",22,17,3,7,2,2,0,1,2,5,3,0,1,0,1,0,0
661,8710000US3612198,"ZCTA5 12198, New York",29,23,3,8,4,4,4,0,0,6,2,1,2,0,0,1,0
662,8710000US3612202,"ZCTA5 12202, New York",440,58,15,14,11,11,4,2,1,382,128,76,78,53,28,12,7
