,GEO_ID,NAME,H016D001,H016D002,H016D003,H016D004,H016D005,H016D006,H016D007,H016D008,H016D009,H016D010,H016D011,H016D012,H016D013,H016D014,H016D017,H016D015,H016D016
0,id,Geographic Area Name,Total,Total!!Owner occupied,Total!!Owner occupied!!1-person household,Total!!Owner occupied!!2-person household,Total!!Owner occupied!!3-person household,Total!!Owner occupied!!4-person household,Total!!Owner occupied!!5-person household,Total!!Owner occupied!!6-person household,Total!!Owner occupied!!7-or-more-person household,Total!!Renter occupied,Total!!Renter occupied!!1-person household,Total!!Renter occupied!!2-person household,Total!!Renter occupied!!3-person household,Total!!Renter occupied!!4-person household,Total!!Renter occupied!!7-or-more-person household,Total!!Renter occupied!!5-person household,Total!!Renter occupied!!6-person household
208,8710000US3610930,"ZCTA5 10930, New York",122,116,5,25,19,43,16,6,2,6,2,0,3,1,0,0,0
209,8710000US3610931,"ZCTA5 10931, New York",11,4,0,1,1,0,1,1,0,7,0,6,1,0,0,0,0
210,8710000US3610932,"ZCTA5 10932, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,8710000US3610933,"ZCTA5 10933, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,8710000US3610940,"ZCTA5 10940, New York",332,223,22,71,54,39,21,6,10,109,30,26,26,14,4,6,3
213,8710000US3610941,"ZCTA5 10941, New York",149,105,6,19,23,25,20,7,5,44,9,10,10,13,0,2,0
214,8710000US3610950,"ZCTA5 10950, New York",273,245,17,49,51,73,34,12,9,28,7,2,8,6,0,3,2
215,8710000US3610952,"ZCTA5 10952, New York",176,129,10,27,32,32,16,5,7,47,4,9,9,12,2,6,5
216,8710000US3610953,"ZCTA5 10953, New York",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
217,8710000US3610954,"ZCTA5 10954, New York",848,667,48,159,173,138,88,36,25,181,38,53,43,35,1,7,4
218,8710000US3610956,"ZCTA5 10956, New York",865,743,29,155,173,196,107,44,39,122,10,27,28,35,6,11,5
219,8710000US3610958,"ZCTA5 10958, New York",11,9,0,1,2,5,0,1,0,2,0,0,1,0,0,0,1
220,8710000US3610960,"ZCTA5 10960, New York",187,77,12,22,17,13,6,4,3,110,26,42,14,14,4,6,4
221,8710000US3610962,"ZCTA5 10962, New York",267,247,19,76,49,59,23,14,7,20,4,6,2,3,0,4,1
222,8710000US3610963,"ZCTA5 10963, New York",7,5,1,1,1,0,1,1,0,2,1,1,0,0,0,0,0
223,8710000US3610964,"ZCTA5 10964, New York",59,56,5,16,10,12,9,4,0,3,1,0,1,1,0,0,0
224,8710000US3610965,"ZCTA5 10965, New York",163,95,12,27,15,25,8,6,2,68,24,7,16,11,2,8,0
225,8710000US3610968,"ZCTA5 10968, New York",60,26,6,12,6,1,1,0,0,34,9,9,8,7,0,1,0
226,8710000US3610969,"ZCTA5 10969, New York",4,4,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0
227,8710000US3610970,"ZCTA5 10970, New York",232,190,24,56,44,36,18,4,8,42,5,8,13,9,2,3,2
228,8710000US3610973,"ZCTA5 10973, New York",14,14,0,8,2,4,0,0,0,0,0,0,0,0,0,0,0
229,8710000US3610974,"ZCTA5 10974, New York",26,21,0,1,8,5,3,3,1,5,2,1,1,0,0,1,0
230,8710000US3610975,"ZCTA5 10975, New York",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
231,8710000US3610976,"ZCTA5 10976, New York",41,28,0,4,7,7,4,6,0,13,7,4,1,0,0,1,0
232,8710000US3610977,"ZCTA5 10977, New York",807,555,39,131,126,115,60,44,40,252,53,75,49,44,6,16,9
233,8710000US3610979,"ZCTA5 10979, New York",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
234,8710000US3610980,"ZCTA5 10980, New York",103,88,2,20,19,26,13,6,2,15,2,3,3,4,1,2,0
235,8710000US3610983,"ZCTA5 10983, New York",174,163,4,42,37,44,19,11,6,11,5,0,4,1,0,1,0
236,8710000US3610984,"ZCTA5 10984, New York",36,34,2,7,8,12,3,1,1,2,0,1,0,1,0,0,0
237,8710000US3610985,"ZCTA5 10985, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,8710000US3610986,"ZCTA5 10986, New York",5,5,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0
239,8710000US3610987,"ZCTA5 10987, New York",64,44,3,8,13,9,10,0,1,20,3,7,3,6,0,1,0
240,8710000US3610988,"ZCTA5 10988, New York",2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
241,8710000US3610989,"ZCTA5 10989, New York",280,248,14,59,51,70,33,14,7,32,3,13,6,7,0,2,1
242,8710000US3610990,"ZCTA5 10990, New York",74,57,8,11,9,18,9,1,1,17,4,5,3,3,1,1,0
243,8710000US3610992,"ZCTA5 10992, New York",63,58,4,9,16,13,10,4,2,5,1,2,1,1,0,0,0
244,8710000US3610993,"ZCTA5 10993, New York",64,55,4,11,9,14,11,2,4,9,4,2,1,0,0,2,0
245,8710000US3610994,"ZCTA5 10994, New York",203,189,10,39,39,57,23,14,7,14,3,1,4,2,0,2,2
246,8710000US3610996,"ZCTA5 10996, New York",15,0,0,0,0,0,0,0,0,15,0,3,2,5,0,3,2
247,8710000US3610998,"ZCTA5 10998, New York",11,9,2,1,1,2,1,1,1,2,1,1,0,0,0,0,0
248,8710000US3611001,"ZCTA5 11001, New York",952,734,23,85,140,219,127,68,72,218,15,46,49,66,7,27,8
249,8710000US3611003,"ZCTA5 11003, New York",1117,886,38,134,183,206,147,88,90,231,34,44,55,49,8,25,16
250,8710000US3611004,"ZCTA5 11004, New York",1390,1108,69,211,222,309,140,75,82,282,63,62,56,60,9,26,6
251,8710000US3611005,"ZCTA5 11005, New York",11,5,4,1,0,0,0,0,0,6,4,2,0,0,0,0,0
252,8710000US3611010,"ZCTA5 11010, New York",352,295,16,46,57,65,66,19,26,57,6,14,17,11,2,6,1
253,8710000US3611020,"ZCTA5 11020, New York",440,406,11,60,84,146,54,35,16,34,0,1,10,16,1,5,1
254,8710000US3611021,"ZCTA5 11021, New York",834,568,92,105,132,141,62,23,13,266,54,38,86,60,2,19,7
255,8710000US3611023,"ZCTA5 11023, New York",200,160,12,33,34,53,12,8,8,40,6,10,9,10,1,4,0
256,8710000US3611024,"ZCTA5 11024, New York",110,73,4,19,19,17,9,0,5,37,9,9,8,7,0,4,0
257,8710000US3611030,"ZCTA5 11030, New York",683,563,23,131,129,180,65,26,9,120,48,28,23,16,0,5,0
258,8710000US3611040,"ZCTA5 11040, New York",3323,3035,75,443,608,987,538,234,150,288,16,53,61,96,8,34,20
259,8710000US3611042,"ZCTA5 11042, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,8710000US3611050,"ZCTA5 11050, New York",966,541,25,168,125,139,52,18,14,425,55,102,98,114,6,42,8
261,8710000US3611096,"ZCTA5 11096, New York",52,31,0,4,4,6,10,2,5,21,7,6,0,2,2,2,2
262,8710000US3611101,"ZCTA5 11101, New York",1536,414,135,157,60,29,17,10,6,1122,280,371,181,130,34,84,42
263,8710000US3611102,"ZCTA5 11102, New York",1851,341,69,88,42,62,32,22,26,1510,435,469,215,163,48,127,53
264,8710000US3611103,"ZCTA5 11103, New York",1943,320,42,65,60,55,45,25,28,1623,482,473,264,213,35,107,49
265,8710000US3611104,"ZCTA5 11104, New York",2525,459,104,132,74,63,38,22,26,2066,463,589,409,376,28,146,55
266,8710000US3611105,"ZCTA5 11105, New York",1391,278,35,51,55,61,37,18,21,1113,300,329,175,155,32,84,38
267,8710000US3611106,"ZCTA5 11106, New York",2736,481,79,108,82,78,50,41,43,2255,692,678,353,283,48,145,56
268,8710000US3611109,"ZCTA5 11109, New York",387,67,27,28,8,3,1,0,0,320,104,163,44,8,0,0,1
269,8710000US3611201,"ZCTA5 11201, New York",2077,901,353,286,137,95,19,6,5,1176,525,367,122,118,6,30,8
270,8710000US3611203,"ZCTA5 11203, New York",317,94,8,24,21,14,14,5,8,223,74,76,34,21,2,13,3
271,8710000US3611204,"ZCTA5 11204, New York",5485,2357,119,324,421,622,369,273,229,3128,344,660,766,724,144,349,141
272,8710000US3611205,"ZCTA5 11205, New York",714,128,44,48,22,8,4,0,2,586,178,213,94,67,7,22,5
273,8710000US3611206,"ZCTA5 11206, New York",1591,155,26,49,33,23,10,9,5,1436,280,463,293,251,26,81,42
274,8710000US3611207,"ZCTA5 11207, New York",273,104,13,18,23,12,15,9,14,169,21,39,32,40,13,16,8
275,8710000US3611208,"ZCTA5 11208, New York",1873,760,46,100,111,168,135,78,122,1113,110,161,227,233,91,180,111
276,8710000US3611209,"ZCTA5 11209, New York",2758,1157,185,281,223,246,119,67,36,1601,510,415,275,202,36,115,48
277,8710000US3611210,"ZCTA5 11210, New York",605,214,26,52,33,37,22,24,20,391,70,83,67,60,35,36,40
278,8710000US3611211,"ZCTA5 11211, New York",1551,382,114,159,61,31,8,3,6,1169,365,496,172,79,8,37,12
279,8710000US3611212,"ZCTA5 11212, New York",198,23,3,3,5,2,6,0,4,175,48,56,18,34,2,13,4
280,8710000US3611213,"ZCTA5 11213, New York",186,24,4,1,5,5,4,2,3,162,52,40,17,31,7,11,4
281,8710000US3611214,"ZCTA5 11214, New York",7869,3647,250,564,750,950,516,328,289,4222,575,868,947,946,213,435,238
282,8710000US3611215,"ZCTA5 11215, New York",1729,586,148,179,120,95,29,10,5,1143,452,420,155,80,1,25,10
283,8710000US3611216,"ZCTA5 11216, New York",556,79,6,25,13,11,8,9,7,477,150,145,55,47,16,39,25
284,8710000US3611217,"ZCTA5 11217, New York",1045,343,104,125,70,30,6,4,4,702,284,261,103,34,2,17,1
285,8710000US3611218,"ZCTA5 11218, New York",3612,1068,153,198,140,199,141,100,137,2544,299,411,441,548,216,412,217
286,8710000US3611219,"ZCTA5 11219, New York",5305,1608,91,235,273,402,268,167,172,3697,393,623,753,834,318,508,268
287,8710000US3611220,"ZCTA5 11220, New York",10059,2708,194,445,489,597,404,231,348,7351,678,1212,1418,1633,904,921,585
288,8710000US3611221,"ZCTA5 11221, New York",509,126,11,19,21,24,21,13,17,383,107,89,80,50,15,26,16
289,8710000US3611222,"ZCTA5 11222, New York",727,156,37,39,35,16,16,8,5,571,196,230,66,43,4,21,11
290,8710000US3611223,"ZCTA5 11223, New York",4485,1955,105,288,371,503,299,197,192,2530,320,504,590,576,103,276,161
291,8710000US3611224,"ZCTA5 11224, New York",770,521,35,92,121,125,74,32,42,249,44,53,48,45,21,22,16
292,8710000US3611225,"ZCTA5 11225, New York",382,54,15,16,10,8,3,1,1,328,142,100,48,26,2,8,2
293,8710000US3611226,"ZCTA5 11226, New York",950,152,32,41,27,21,11,9,11,798,184,193,137,116,44,80,44
294,8710000US3611228,"ZCTA5 11228, New York",2719,1406,61,196,275,396,211,140,127,1313,159,306,316,253,65,137,77
295,8710000US3611229,"ZCTA5 11229, New York",4087,2204,166,463,440,496,311,165,163,1883,284,411,378,411,94,203,102
296,8710000US3611230,"ZCTA5 11230, New York",2933,752,94,162,147,129,82,55,83,2181,278,374,351,404,207,355,212
297,8710000US3611231,"ZCTA5 11231, New York",596,160,39,44,38,25,7,5,2,436,158,177,59,33,0,8,1
298,8710000US3611232,"ZCTA5 11232, New York",1223,342,35,61,55,79,40,36,36,881,126,216,156,150,79,90,64
299,8710000US3611233,"ZCTA5 11233, New York",186,40,7,6,5,6,6,2,8,146,50,36,28,16,7,6,3
300,8710000US3611234,"ZCTA5 11234, New York",1103,787,71,132,156,206,95,69,58,316,58,68,46,61,24,40,19
301,8710000US3611235,"ZCTA5 11235, New York",2794,1258,119,267,257,266,154,95,100,1536,208,299,289,308,103,202,127
302,8710000US3611236,"ZCTA5 11236, New York",757,445,61,94,116,88,41,22,23,312,71,95,52,45,8,29,12
303,8710000US3611237,"ZCTA5 11237, New York",1177,235,32,45,43,61,26,15,13,942,211,298,190,136,19,68,20
304,8710000US3611238,"ZCTA5 11238, New York",1170,277,99,83,54,16,11,10,4,893,354,299,134,45,16,26,19
305,8710000US3611239,"ZCTA5 11239, New York",143,3,0,2,1,0,0,0,0,140,29,51,23,11,1,17,8
306,8710000US3611351,"ZCTA5 11351, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,8710000US3611354,"ZCTA5 11354, New York",11198,4369,701,1262,1017,785,328,146,130,6829,1355,2117,1544,1112,111,401,189
308,8710000US3611355,"ZCTA5 11355, New York",19065,6800,972,1658,1505,1270,629,394,372,12265,2007,3116,2756,2269,448,1138,531
309,8710000US3611356,"ZCTA5 11356, New York",1846,1027,74,179,233,273,135,74,59,819,119,217,188,151,17,91,36
310,8710000US3611357,"ZCTA5 11357, New York",2171,1336,110,338,315,305,148,68,52,835,130,197,195,204,20,68,21
311,8710000US3611358,"ZCTA5 11358, New York",4568,2198,129,471,520,553,283,126,116,2370,349,674,542,530,46,169,60
312,8710000US3611359,"ZCTA5 11359, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,8710000US3611360,"ZCTA5 11360, New York",1532,985,166,298,192,189,89,26,25,547,132,126,107,115,9,42,16
314,8710000US3611361,"ZCTA5 11361, New York",3009,1577,123,339,374,391,177,106,67,1432,162,336,366,387,28,111,42
315,8710000US3611362,"ZCTA5 11362, New York",1970,1419,127,334,330,332,173,83,40,551,58,114,124,155,14,63,23
316,8710000US3611363,"ZCTA5 11363, New York",635,390,28,83,80,117,46,23,13,245,23,38,73,73,4,24,10
317,8710000US3611364,"ZCTA5 11364, New York",4760,3327,293,701,818,869,372,172,102,1433,106,284,353,448,31,157,54
318,8710000US3611365,"ZCTA5 11365, New York",5230,2766,196,577,644,685,347,192,125,2464,321,636,585,573,48,222,79
319,8710000US3611366,"ZCTA5 11366, New York",1592,1119,82,209,266,292,152,70,48,473,62,129,115,97,15,38,17
320,8710000US3611367,"ZCTA5 11367, New York",2868,1859,305,550,435,306,134,78,51,1009,202,283,184,166,26,101,47
321,8710000US3611368,"ZCTA5 11368, New York",3074,1403,138,267,272,328,161,128,109,1671,289,369,312,339,90,180,92
322,8710000US3611369,"ZCTA5 11369, New York",947,655,99,135,122,134,77,36,52,292,48,54,52,57,22,45,14
323,8710000US3611370,"ZCTA5 11370, New York",1810,1014,106,188,183,223,145,78,91,796,128,146,149,177,38,118,40
324,8710000US3611371,"ZCTA5 11371, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,8710000US3611372,"ZCTA5 11372, New York",4458,1942,449,537,395,284,135,74,68,2516,444,568,501,500,109,268,126
326,8710000US3611373,"ZCTA5 11373, New York",14514,5235,680,1279,1022,1026,581,333,314,9279,1421,2209,2080,1831,338,958,442
327,8710000US3611374,"ZCTA5 11374, New York",4468,2473,530,759,532,410,136,67,39,1995,579,569,423,275,17,101,31
328,8710000US3611375,"ZCTA5 11375, New York",7022,4222,1066,1316,849,643,204,91,53,2800,936,867,517,320,26,90,44
329,8710000US3611377,"ZCTA5 11377, New York",9894,3024,404,636,550,675,346,201,212,6870,1079,1580,1524,1364,264,695,364
330,8710000US3611378,"ZCTA5 11378, New York",977,544,42,95,94,152,77,45,39,433,46,88,100,98,21,60,20
331,8710000US3611379,"ZCTA5 11379, New York",859,521,45,110,131,126,52,34,23,338,73,87,74,53,7,39,5
332,8710000US3611385,"ZCTA5 11385, New York",1842,713,52,148,160,162,98,48,45,1129,161,271,217,252,44,125,59
333,8710000US3611411,"ZCTA5 11411, New York",27,24,4,4,6,3,1,2,4,3,0,0,1,0,1,1,0
334,8710000US3611412,"ZCTA5 11412, New York",107,70,5,11,17,7,11,9,10,37,10,11,5,6,1,4,0
335,8710000US3611413,"ZCTA5 11413, New York",99,73,8,16,15,17,13,1,3,26,3,7,4,7,1,3,1
336,8710000US3611414,"ZCTA5 11414, New York",285,181,26,40,39,27,28,13,8,104,19,26,19,16,3,14,7
337,8710000US3611415,"ZCTA5 11415, New York",1184,539,157,143,90,75,34,21,19,645,170,172,128,100,10,43,22
338,8710000US3611416,"ZCTA5 11416, New York",1381,652,31,80,118,172,101,70,80,729,52,124,138,161,67,125,62
339,8710000US3611417,"ZCTA5 11417, New York",1479,815,45,96,137,217,143,82,95,664,73,148,123,136,31,100,53
340,8710000US3611418,"ZCTA5 11418, New York",1993,955,67,177,160,197,146,84,124,1038,138,205,189,252,56,133,65
341,8710000US3611419,"ZCTA5 11419, New York",3849,1921,83,227,312,484,364,193,258,1928,205,363,405,433,115,259,148
342,8710000US3611420,"ZCTA5 11420, New York",2288,1496,78,210,286,383,278,137,124,792,107,166,176,176,26,107,34
343,8710000US3611421,"ZCTA5 11421, New York",1597,996,65,174,195,195,150,93,124,601,79,132,139,117,24,78,32
344,8710000US3611422,"ZCTA5 11422, New York",179,146,11,34,34,31,20,4,12,33,8,5,8,5,2,4,1
345,8710000US3611423,"ZCTA5 11423, New York",1574,1135,86,211,230,253,151,98,106,439,50,114,94,92,23,42,24
346,8710000US3611424,"ZCTA5 11424, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,8710000US3611425,"ZCTA5 11425, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,8710000US3611426,"ZCTA5 11426, New York",1604,1230,56,176,250,338,223,113,74,374,49,57,77,91,19,55,26
349,8710000US3611427,"ZCTA5 11427, New York",1908,1258,72,214,245,307,177,112,131,650,64,105,162,175,36,76,32
350,8710000US3611428,"ZCTA5 11428, New York",1272,942,33,129,192,264,150,87,87,330,33,70,72,88,8,49,10
351,8710000US3611429,"ZCTA5 11429, New York",214,156,7,25,25,36,39,5,19,58,9,13,16,10,1,5,4
352,8710000US3611430,"ZCTA5 11430, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,8710000US3611432,"ZCTA5 11432, New York",5658,2384,210,445,460,529,348,178,214,3274,392,556,646,788,196,466,230
354,8710000US3611433,"ZCTA5 11433, New York",432,218,10,33,35,53,33,20,34,214,52,67,27,30,8,19,11
355,8710000US3611434,"ZCTA5 11434, New York",220,153,15,29,20,35,28,10,16,67,10,19,16,11,2,5,4
356,8710000US3611435,"ZCTA5 11435, New York",3115,1356,217,309,234,248,155,81,112,1759,290,396,336,357,67,203,110
357,8710000US3611436,"ZCTA5 11436, New York",295,198,7,16,56,44,36,30,9,97,8,27,21,21,6,14,0
358,8710000US3611451,"ZCTA5 11451, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,8710000US3611501,"ZCTA5 11501, New York",531,291,35,74,60,76,29,10,7,240,59,74,52,36,2,13,4
360,8710000US3611507,"ZCTA5 11507, New York",585,546,19,77,123,184,68,49,26,39,0,5,11,17,0,5,1
361,8710000US3611509,"ZCTA5 11509, New York",11,10,2,4,3,0,1,0,0,1,0,0,1,0,0,0,0
362,8710000US3611510,"ZCTA5 11510, New York",391,343,35,70,78,81,42,19,18,48,15,9,6,12,1,2,3
363,8710000US3611514,"ZCTA5 11514, New York",127,64,4,18,11,18,8,4,1,63,17,19,11,14,1,0,1
364,8710000US3611516,"ZCTA5 11516, New York",81,51,8,7,9,15,5,5,2,30,5,5,8,8,0,3,1
365,8710000US3611518,"ZCTA5 11518, New York",60,42,6,13,8,5,4,4,2,18,1,7,1,5,0,2,2
366,8710000US3611520,"ZCTA5 11520, New York",186,132,14,32,21,40,10,6,9,54,15,19,3,6,2,6,3
367,8710000US3611530,"ZCTA5 11530, New York",273,237,19,59,58,66,22,8,5,36,5,8,10,10,1,1,1
368,8710000US3611542,"ZCTA5 11542, New York",426,251,26,76,61,44,26,12,6,175,48,50,36,19,2,14,6
369,8710000US3611545,"ZCTA5 11545, New York",224,209,6,53,50,48,35,11,6,15,2,3,4,5,0,1,0
370,8710000US3611547,"ZCTA5 11547, New York",10,7,0,1,3,1,1,1,0,3,0,0,1,1,1,0,0
371,8710000US3611548,"ZCTA5 11548, New York",72,58,0,11,12,25,7,1,2,14,4,2,5,2,0,1,0
372,8710000US3611549,"ZCTA5 11549, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,8710000US3611550,"ZCTA5 11550, New York",254,134,15,29,28,33,15,4,10,120,29,39,21,19,3,5,4
374,8710000US3611552,"ZCTA5 11552, New York",306,273,13,43,57,74,45,19,22,33,6,4,10,7,3,1,2
375,8710000US3611553,"ZCTA5 11553, New York",136,104,9,19,19,17,21,11,8,32,8,9,4,4,1,5,1
376,8710000US3611554,"ZCTA5 11554, New York",1097,906,37,129,162,256,142,102,78,191,52,40,36,32,4,19,8
377,8710000US3611556,"ZCTA5 11556, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,8710000US3611557,"ZCTA5 11557, New York",137,106,3,29,22,26,14,7,5,31,3,4,8,9,1,5,1
379,8710000US3611558,"ZCTA5 11558, New York",60,43,5,9,11,11,4,1,2,17,3,5,2,5,0,2,0
380,8710000US3611559,"ZCTA5 11559, New York",65,41,3,7,9,5,5,6,6,24,7,7,5,4,0,1,0
381,8710000US3611560,"ZCTA5 11560, New York",49,43,4,9,11,11,3,3,2,6,0,3,2,0,0,0,1
382,8710000US3611561,"ZCTA5 11561, New York",313,155,35,40,31,27,11,7,4,158,53,39,27,20,4,10,5
383,8710000US3611563,"ZCTA5 11563, New York",291,222,22,41,59,56,24,15,5,69,17,17,14,11,1,6,3
384,8710000US3611565,"ZCTA5 11565, New York",101,95,7,30,19,18,9,7,5,6,0,4,1,1,0,0,0
385,8710000US3611566,"ZCTA5 11566, New York",326,297,11,63,71,83,41,16,12,29,4,3,13,6,2,1,0
386,8710000US3611568,"ZCTA5 11568, New York",139,132,3,37,26,31,22,8,5,7,1,1,1,2,0,1,1
387,8710000US3611569,"ZCTA5 11569, New York",5,3,1,2,0,0,0,0,0,2,0,0,1,0,0,1,0
388,8710000US3611570,"ZCTA5 11570, New York",164,102,12,33,27,14,11,3,2,62,11,15,16,13,0,5,2
389,8710000US3611572,"ZCTA5 11572, New York",234,180,14,39,34,50,23,13,7,54,7,14,12,13,2,4,2
390,8710000US3611575,"ZCTA5 11575, New York",21,17,0,4,0,6,4,1,2,4,0,1,0,2,0,0,1
391,8710000US3611576,"ZCTA5 11576, New York",533,495,25,99,115,141,62,40,13,38,7,13,7,10,0,1,0
392,8710000US3611577,"ZCTA5 11577, New York",515,464,21,80,85,151,69,32,26,51,6,13,7,13,0,11,1
393,8710000US3611579,"ZCTA5 11579, New York",30,21,3,7,2,5,3,1,0,9,3,2,1,3,0,0,0
394,8710000US3611580,"ZCTA5 11580, New York",1272,1094,47,170,187,276,184,119,111,178,21,38,28,34,12,33,12
395,8710000US3611581,"ZCTA5 11581, New York",597,456,21,83,81,120,78,45,28,141,14,30,26,37,5,22,7
396,8710000US3611590,"ZCTA5 11590, New York",977,736,51,153,151,202,83,62,34,241,50,62,61,43,4,16,5
397,8710000US3611596,"ZCTA5 11596, New York",370,296,13,41,67,100,47,21,7,74,7,13,20,23,0,7,4
398,8710000US3611598,"ZCTA5 11598, New York",159,103,5,31,16,28,13,3,7,56,2,12,14,19,1,7,1
399,8710000US3611691,"ZCTA5 11691, New York",370,138,5,36,26,25,18,13,15,232,85,58,36,30,7,9,7
400,8710000US3611692,"ZCTA5 11692, New York",161,107,13,25,24,19,17,5,4,54,11,12,14,10,1,3,3
401,8710000US3611693,"ZCTA5 11693, New York",117,63,10,17,13,14,8,0,1,54,8,12,14,10,2,7,1
402,8710000US3611694,"ZCTA5 11694, New York",173,75,14,20,12,17,7,5,0,98,23,36,16,16,1,5,1
403,8710000US3611697,"ZCTA5 11697, New York",7,6,3,2,1,0,0,0,0,1,0,0,1,0,0,0,0
404,8710000US3611701,"ZCTA5 11701, New York",104,68,12,16,16,13,7,0,4,36,8,15,5,6,0,1,1
405,8710000US3611702,"ZCTA5 11702, New York",90,57,7,15,8,10,9,5,3,33,4,12,12,2,0,2,1
406,8710000US3611703,"ZCTA5 11703, New York",182,138,7,27,19,39,21,16,9,44,9,9,13,5,1,5,2
407,8710000US3611704,"ZCTA5 11704, New York",298,204,10,40,37,61,25,22,9,94,13,30,22,18,3,5,3
408,8710000US3611705,"ZCTA5 11705, New York",44,26,4,10,3,2,5,1,1,18,7,5,4,1,1,0,0
409,8710000US3611706,"ZCTA5 11706, New York",503,350,24,55,55,74,48,32,62,153,37,32,25,30,11,9,9
410,8710000US3611709,"ZCTA5 11709, New York",34,24,2,9,8,2,3,0,0,10,3,1,1,3,1,1,0
411,8710000US3611710,"ZCTA5 11710, New York",334,271,18,45,49,76,38,24,21,63,12,9,4,16,3,16,3
412,8710000US3611713,"ZCTA5 11713, New York",75,50,4,9,11,14,6,2,4,25,5,9,4,3,1,3,0
413,8710000US3611714,"ZCTA5 11714, New York",284,232,14,37,52,60,37,15,17,52,4,13,15,12,1,5,2
414,8710000US3611715,"ZCTA5 11715, New York",10,8,1,3,1,1,1,1,0,2,1,1,0,0,0,0,0
415,8710000US3611716,"ZCTA5 11716, New York",65,40,4,5,9,10,5,1,6,25,6,4,7,4,0,2,2
416,8710000US3611717,"ZCTA5 11717, New York",289,225,10,50,26,47,33,22,37,64,12,19,5,11,5,9,3
417,8710000US3611718,"ZCTA5 11718, New York",13,7,1,1,3,0,1,1,0,6,1,3,0,2,0,0,0
418,8710000US3611719,"ZCTA5 11719, New York",7,4,1,1,0,1,1,0,0,3,0,1,1,0,0,0,1
419,8710000US3611720,"ZCTA5 11720, New York",490,374,19,64,78,122,47,21,23,116,27,25,18,26,4,10,6
420,8710000US3611721,"ZCTA5 11721, New York",27,26,1,8,8,4,4,0,1,1,0,0,1,0,0,0,0
421,8710000US3611722,"ZCTA5 11722, New York",309,193,15,37,41,37,21,17,25,116,18,33,33,20,4,5,3
422,8710000US3611724,"ZCTA5 11724, New York",16,15,1,4,3,4,3,0,0,1,1,0,0,0,0,0,0
423,8710000US3611725,"ZCTA5 11725, New York",453,376,12,73,90,124,53,15,9,77,6,16,27,21,1,5,1
424,8710000US3611726,"ZCTA5 11726, New York",124,85,4,17,19,20,15,5,5,39,6,14,8,3,1,5,2
425,8710000US3611727,"ZCTA5 11727, New York",457,251,20,57,52,49,45,17,11,206,34,73,43,39,3,10,4
426,8710000US3611729,"ZCTA5 11729, New York",505,402,20,44,96,100,63,38,41,103,15,25,25,22,5,7,4
427,8710000US3611730,"ZCTA5 11730, New York",59,45,0,11,13,8,6,4,3,14,3,2,0,3,0,4,2
428,8710000US3611731,"ZCTA5 11731, New York",410,351,21,90,78,83,46,14,19,59,3,23,10,14,1,4,4
429,8710000US3611732,"ZCTA5 11732, New York",55,33,4,5,10,8,2,2,2,22,4,8,5,4,0,1,0
430,8710000US3611733,"ZCTA5 11733, New York",382,346,18,110,79,80,42,12,5,36,7,14,7,4,0,3,1
431,8710000US3611735,"ZCTA5 11735, New York",430,321,24,80,58,78,35,27,19,109,14,30,31,18,3,11,2
432,8710000US3611738,"ZCTA5 11738, New York",167,130,1,17,22,39,24,16,11,37,6,7,6,5,2,8,3
433,8710000US3611739,"ZCTA5 11739, New York",6,5,0,1,2,1,1,0,0,1,1,0,0,0,0,0,0
434,8710000US3611740,"ZCTA5 11740, New York",97,83,3,18,18,16,15,8,5,14,3,3,3,3,2,0,0
435,8710000US3611741,"ZCTA5 11741, New York",310,232,12,49,54,65,37,10,5,78,16,28,14,10,0,6,4
436,8710000US3611742,"ZCTA5 11742, New York",188,121,9,17,30,35,11,14,5,67,15,14,19,16,0,2,1
437,8710000US3611743,"ZCTA5 11743, New York",440,350,23,88,87,80,39,18,15,90,24,26,20,9,4,6,1
438,8710000US3611746,"ZCTA5 11746, New York",1209,1071,56,214,205,287,173,78,58,138,30,23,30,31,4,15,5
